id,masterCategory,subCategory,articleType
1861,Apparel,Topwear,Tshirts
1862,Apparel,Topwear,Tshirts
1863,Apparel,Topwear,Tshirts
1865,Apparel,Topwear,Tshirts
1866,Apparel,Topwear,Tshirts
1867,Apparel,Topwear,Tshirts
1868,Apparel,Topwear,Tshirts
1869,Apparel,Topwear,Tshirts
1870,Apparel,Topwear,Tshirts
1871,Apparel,Topwear,Tshirts
1872,Apparel,Topwear,Tshirts
1875,Apparel,Topwear,Tshirts
1876,Apparel,Topwear,Tshirts
1877,Apparel,Topwear,Tshirts
1879,Apparel,Topwear,Tshirts
1880,Apparel,Topwear,Tshirts
1881,Apparel,Topwear,Tshirts
1882,Apparel,Topwear,Tshirts
1883,Apparel,Bottomwear,Track Pants
1884,Apparel,Bottomwear,Track Pants
1885,Apparel,Bottomwear,Shorts
1886,Apparel,Topwear,Tshirts
1887,Apparel,Topwear,Tshirts
1888,Apparel,Topwear,Tshirts
1889,Apparel,Topwear,Tshirts
1890,Apparel,Topwear,Tshirts
1891,Apparel,Topwear,Tshirts
1892,Apparel,Topwear,Sweatshirts
1895,Apparel,Topwear,Sweatshirts
1897,Apparel,Topwear,Tshirts
1902,Apparel,Topwear,Tshirts
1903,Apparel,Topwear,Tshirts
1904,Apparel,Topwear,Tshirts
1905,Apparel,Topwear,Tshirts
1906,Apparel,Topwear,Tshirts
1907,Apparel,Topwear,Tshirts
1909,Apparel,Topwear,Tshirts
1910,Apparel,Topwear,Tshirts
1911,Apparel,Topwear,Tshirts
1912,Apparel,Topwear,Tshirts
1913,Apparel,Topwear,Tshirts
1916,Footwear,Shoes,Sports Shoes
1917,Footwear,Shoes,Casual Shoes
1918,Accessories,Bags,Backpacks
1919,Footwear,Shoes,Casual Shoes
1920,Footwear,Shoes,Casual Shoes
1922,Apparel,Topwear,Tshirts
1923,Footwear,Shoes,Sports Shoes
1924,Apparel,Topwear,Tshirts
1925,Accessories,Bags,Backpacks
1926,Apparel,Topwear,Tshirts
1927,Accessories,Bags,Backpacks
1928,Apparel,Topwear,Tshirts
1929,Footwear,Shoes,Sports Shoes
1930,Accessories,Bags,Backpacks
1931,Apparel,Topwear,Tshirts
1932,Footwear,Shoes,Casual Shoes
1933,Accessories,Bags,Backpacks
1934,Accessories,Bags,Backpacks
1935,Accessories,Bags,Backpacks
1936,Accessories,Bags,Backpacks
1937,Footwear,Shoes,Sports Shoes
1938,Apparel,Topwear,Tshirts
1939,Accessories,Bags,Handbags
1941,Accessories,Bags,Handbags
1942,Apparel,Topwear,Tshirts
1944,Apparel,Topwear,Tshirts
1945,Apparel,Topwear,Tshirts
1946,Apparel,Topwear,Tshirts
1947,Apparel,Topwear,Tshirts
1948,Apparel,Topwear,Tshirts
1949,Apparel,Topwear,Tshirts
1950,Apparel,Topwear,Tshirts
1951,Footwear,Shoes,Sports Shoes
1962,Footwear,Shoes,Sports Shoes
1963,Footwear,Shoes,Sports Shoes
1964,Footwear,Shoes,Casual Shoes
1966,Apparel,Topwear,Tshirts
1972,Apparel,Topwear,Tshirts
1973,Apparel,Topwear,Tshirts
1976,Apparel,Bottomwear,Shorts
1977,Apparel,Bottomwear,Shorts
1978,Apparel,Topwear,Tops
1981,Apparel,Bottomwear,Shorts
1982,Apparel,Bottomwear,Shorts
1983,Apparel,Topwear,Tshirts
1984,Apparel,Topwear,Tshirts
1985,Apparel,Topwear,Tshirts
1986,Apparel,Topwear,Tshirts
1988,Apparel,Topwear,Tshirts
1989,Apparel,Topwear,Tshirts
1990,Apparel,Topwear,Tshirts
1991,Apparel,Topwear,Tshirts
1992,Apparel,Topwear,Tshirts
1993,Apparel,Topwear,Tshirts
1994,Apparel,Topwear,Tshirts
1995,Apparel,Topwear,Tshirts
1996,Apparel,Topwear,Tshirts
1997,Apparel,Bottomwear,Shorts
1998,Apparel,Topwear,Tshirts
1999,Apparel,Bottomwear,Track Pants
2001,Apparel,Topwear,Tshirts
2002,Apparel,Topwear,Tshirts
2003,Apparel,Topwear,Tshirts
2004,Apparel,Topwear,Tshirts
2005,Apparel,Topwear,Tshirts
2006,Apparel,Topwear,Tshirts
2007,Apparel,Topwear,Tshirts
2008,Apparel,Topwear,Tshirts
2009,Apparel,Topwear,Tshirts
2010,Apparel,Topwear,Tshirts
2011,Apparel,Topwear,Tshirts
2012,Apparel,Topwear,Tshirts
2014,Apparel,Topwear,Tshirts
2015,Apparel,Topwear,Tshirts
2023,Apparel,Topwear,Tshirts
2024,Apparel,Topwear,Tshirts
2025,Apparel,Topwear,Tshirts
2026,Apparel,Topwear,Tshirts
2027,Apparel,Topwear,Tshirts
2028,Apparel,Topwear,Tshirts
2029,Apparel,Topwear,Tshirts
2030,Apparel,Topwear,Tshirts
2031,Apparel,Topwear,Jackets
2032,Apparel,Topwear,Tshirts
2033,Apparel,Topwear,Tshirts
2034,Apparel,Topwear,Tshirts
2035,Apparel,Topwear,Tshirts
2036,Apparel,Topwear,Tshirts
2037,Apparel,Topwear,Tshirts
2038,Apparel,Topwear,Tshirts
2039,Apparel,Topwear,Tshirts
2040,Apparel,Topwear,Tshirts
2041,Apparel,Topwear,Tshirts
2042,Apparel,Topwear,Tshirts
2044,Apparel,Topwear,Tshirts
2045,Apparel,Topwear,Tshirts
2046,Apparel,Topwear,Tshirts
2047,Apparel,Topwear,Tshirts
2048,Apparel,Topwear,Tshirts
2049,Apparel,Topwear,Tshirts
2050,Apparel,Topwear,Shirts
2051,Apparel,Topwear,Tshirts
2052,Apparel,Topwear,Tshirts
2053,Apparel,Topwear,Tshirts
2054,Apparel,Topwear,Tshirts
2055,Apparel,Topwear,Tshirts
2056,Apparel,Topwear,Tshirts
2057,Apparel,Topwear,Tshirts
2058,Apparel,Topwear,Tshirts
2059,Apparel,Topwear,Tshirts
2060,Apparel,Topwear,Tshirts
2061,Apparel,Topwear,Tshirts
2062,Apparel,Topwear,Tshirts
2065,Apparel,Topwear,Tshirts
2069,Apparel,Topwear,Tshirts
2078,Apparel,Topwear,Tshirts
2089,Apparel,Topwear,Tshirts
2090,Apparel,Topwear,Tshirts
2091,Apparel,Topwear,Tshirts
2092,Apparel,Topwear,Tshirts
2093,Apparel,Topwear,Shirts
2094,Apparel,Topwear,Shirts
2095,Apparel,Topwear,Shirts
2096,Apparel,Topwear,Shirts
2097,Apparel,Topwear,Shirts
2098,Apparel,Topwear,Shirts
2099,Apparel,Topwear,Shirts
2100,Apparel,Topwear,Shirts
2101,Apparel,Topwear,Shirts
2102,Apparel,Topwear,Shirts
2103,Apparel,Topwear,Shirts
2104,Apparel,Topwear,Shirts
2105,Apparel,Bottomwear,Track Pants
2106,Apparel,Bottomwear,Shorts
2107,Apparel,Bottomwear,Shorts
2108,Apparel,Bottomwear,Shorts
2109,Apparel,Bottomwear,Track Pants
2110,Apparel,Bottomwear,Track Pants
2111,Apparel,Bottomwear,Track Pants
2112,Apparel,Bottomwear,Track Pants
2113,Apparel,Bottomwear,Track Pants
2114,Apparel,Bottomwear,Track Pants
2115,Apparel,Bottomwear,Track Pants
2116,Apparel,Bottomwear,Track Pants
2117,Apparel,Bottomwear,Shorts
2118,Apparel,Bottomwear,Track Pants
2119,Apparel,Topwear,Shirts
2120,Apparel,Topwear,Tops
2121,Apparel,Topwear,Shirts
2122,Apparel,Topwear,Tops
2123,Apparel,Topwear,Tops
2124,Apparel,Topwear,Tshirts
2125,Apparel,Topwear,Shirts
2126,Apparel,Topwear,Shirts
2127,Apparel,Topwear,Shirts
2128,Apparel,Topwear,Shirts
2129,Apparel,Topwear,Shirts
2130,Apparel,Topwear,Shirts
2131,Apparel,Topwear,Shirts
2132,Apparel,Topwear,Shirts
2133,Apparel,Topwear,Shirts
2134,Apparel,Topwear,Shirts
2135,Apparel,Topwear,Shirts
2136,Apparel,Topwear,Shirts
2137,Apparel,Topwear,Shirts
2138,Apparel,Topwear,Shirts
2139,Apparel,Topwear,Tshirts
2140,Apparel,Topwear,Tshirts
2141,Apparel,Topwear,Tshirts
2142,Apparel,Topwear,Tshirts
2143,Apparel,Topwear,Tshirts
2144,Apparel,Topwear,Tshirts
2145,Apparel,Topwear,Tshirts
2146,Apparel,Topwear,Tshirts
2147,Apparel,Topwear,Tshirts
2148,Apparel,Topwear,Tshirts
2149,Apparel,Topwear,Tshirts
2150,Apparel,Topwear,Tshirts
2151,Apparel,Topwear,Tshirts
2152,Apparel,Topwear,Tshirts
2153,Apparel,Topwear,Tshirts
2154,Apparel,Topwear,Tshirts
2155,Apparel,Topwear,Tshirts
2156,Apparel,Topwear,Tshirts
2157,Apparel,Topwear,Tshirts
2158,Apparel,Topwear,Tshirts
2159,Apparel,Topwear,Tshirts
2160,Apparel,Topwear,Tshirts
2161,Apparel,Topwear,Tshirts
2162,Apparel,Topwear,Shirts
2163,Apparel,Topwear,Shirts
2164,Apparel,Topwear,Shirts
2165,Apparel,Topwear,Shirts
2166,Apparel,Topwear,Shirts
2167,Apparel,Topwear,Shirts
2168,Apparel,Topwear,Shirts
2169,Apparel,Topwear,Shirts
2170,Apparel,Topwear,Shirts
2171,Apparel,Topwear,Tshirts
2172,Apparel,Topwear,Tshirts
2176,Apparel,Topwear,Tshirts
2177,Apparel,Topwear,Tshirts
2179,Apparel,Topwear,Tshirts
2180,Apparel,Topwear,Tshirts
2181,Apparel,Topwear,Tshirts
2182,Apparel,Topwear,Tshirts
2183,Apparel,Topwear,Tshirts
2184,Apparel,Topwear,Tshirts
2185,Apparel,Topwear,Tshirts
2187,Apparel,Bottomwear,Shorts
2189,Apparel,Topwear,Tshirts
2190,Apparel,Bottomwear,Track Pants
2191,Apparel,Bottomwear,Shorts
2192,Apparel,Bottomwear,Shorts
2193,Apparel,Bottomwear,Shorts
2194,Apparel,Topwear,Tshirts
2195,Apparel,Bottomwear,Capris
2196,Footwear,Shoes,Sports Shoes
2197,Footwear,Shoes,Sports Shoes
2198,Footwear,Shoes,Sports Shoes
2199,Footwear,Shoes,Casual Shoes
2200,Apparel,Topwear,Tshirts
2201,Apparel,Topwear,Tshirts
2202,Apparel,Topwear,Tshirts
2203,Apparel,Topwear,Tshirts
2204,Apparel,Topwear,Tshirts
2205,Apparel,Topwear,Tshirts
2206,Apparel,Topwear,Tshirts
2207,Apparel,Topwear,Tshirts
2208,Footwear,Flip Flops,Flip Flops1
2209,Apparel,Topwear,Tshirts
2210,Apparel,Topwear,Tshirts
2211,Footwear,Sandal,Sandals
2212,Apparel,Topwear,Tshirts
2213,Footwear,Sandal,Sandals
2214,Accessories,Socks,Socks1
2215,Footwear,Sandal,Sandals
2216,Accessories,Socks,Socks1
2217,Accessories,Socks,Socks1
2218,Footwear,Sandal,Sandals
2219,Footwear,Shoes,Casual Shoes
2220,Footwear,Sandal,Sandals
2221,Accessories,Bags,Backpacks
2222,Footwear,Sandal,Sandals
2223,Apparel,Bottomwear,Track Pants
2224,Footwear,Sandal,Sandals
2225,Footwear,Sandal,Sandals
2226,Apparel,Bottomwear,Track Pants
2227,Footwear,Sandal,Sandals
2228,Accessories,Socks,Socks1
2229,Apparel,Topwear,Tshirts
2230,Footwear,Sandal,Sandals
2231,Footwear,Sandal,Sandals
2232,Apparel,Topwear,Tshirts
2233,Footwear,Sandal,Sandals
2234,Apparel,Topwear,Tshirts
2235,Footwear,Sandal,Sandals
2237,Apparel,Topwear,Tshirts
2238,Footwear,Flip Flops,Flip Flops1
2239,Apparel,Topwear,Tshirts
2240,Apparel,Topwear,Tshirts
2241,Apparel,Topwear,Tshirts
2242,Apparel,Topwear,Tshirts
2243,Apparel,Topwear,Tshirts
2244,Apparel,Topwear,Tshirts
2245,Apparel,Topwear,Tshirts
2246,Accessories,Bags,Backpacks
2248,Footwear,Flip Flops,Flip Flops1
2249,Accessories,Bags,Backpacks
2250,Footwear,Flip Flops,Flip Flops1
2251,Footwear,Flip Flops,Flip Flops1
2252,Apparel,Topwear,Tshirts
2253,Apparel,Topwear,Tshirts
2254,Apparel,Topwear,Tshirts
2255,Apparel,Bottomwear,Track Pants
2256,Apparel,Topwear,Tshirts
2257,Apparel,Topwear,Tshirts
2259,Apparel,Topwear,Tshirts
2260,Apparel,Topwear,Tshirts
2261,Accessories,Bags,Backpacks
2262,Accessories,Bags,Backpacks
2263,Accessories,Bags,Backpacks
2264,Accessories,Bags,Backpacks
2265,Apparel,Topwear,Tshirts
2266,Apparel,Topwear,Tshirts
2267,Apparel,Topwear,Tshirts
2268,Apparel,Topwear,Sweatshirts
2269,Apparel,Topwear,Tshirts
2270,Apparel,Topwear,Tshirts
2271,Apparel,Topwear,Tshirts
2272,Apparel,Topwear,Tshirts
2273,Apparel,Topwear,Tshirts
2274,Apparel,Topwear,Tshirts
2275,Apparel,Topwear,Tshirts
2276,Apparel,Topwear,Tshirts
2278,Apparel,Topwear,Tshirts
2279,Apparel,Topwear,Tshirts
2280,Apparel,Topwear,Tshirts
2282,Apparel,Topwear,Tshirts
2283,Apparel,Topwear,Tshirts
2284,Apparel,Topwear,Tshirts
2285,Apparel,Topwear,Tshirts
2286,Apparel,Topwear,Sweatshirts
2287,Apparel,Topwear,Tshirts
2288,Apparel,Topwear,Tshirts
2289,Apparel,Topwear,Tshirts
2290,Apparel,Topwear,Tshirts
2291,Apparel,Topwear,Tshirts
2292,Apparel,Topwear,Tshirts
2293,Apparel,Topwear,Tshirts
2294,Apparel,Topwear,Tops
2295,Apparel,Topwear,Tshirts
2296,Apparel,Topwear,Tshirts
2297,Apparel,Topwear,Tshirts
2298,Apparel,Topwear,Tshirts
2299,Apparel,Topwear,Tshirts
2300,Apparel,Topwear,Tshirts
2301,Apparel,Topwear,Tshirts
2302,Apparel,Topwear,Tshirts
2303,Apparel,Topwear,Tshirts
2304,Apparel,Topwear,Tshirts
2305,Apparel,Topwear,Tshirts
2306,Apparel,Bottomwear,Capris
2307,Apparel,Topwear,Tshirts
2309,Apparel,Topwear,Tshirts
2310,Apparel,Topwear,Tshirts
2311,Apparel,Topwear,Tshirts
2312,Apparel,Topwear,Tshirts
2313,Apparel,Topwear,Tshirts
2314,Apparel,Topwear,Tshirts
2315,Apparel,Topwear,Tshirts
2316,Apparel,Topwear,Tshirts
2317,Apparel,Topwear,Tshirts
2318,Apparel,Topwear,Tshirts
2319,Apparel,Topwear,Tshirts
2320,Apparel,Topwear,Tshirts
2321,Apparel,Topwear,Tshirts
2322,Apparel,Topwear,Tshirts
2323,Apparel,Topwear,Tshirts
2324,Apparel,Topwear,Tshirts
2325,Apparel,Topwear,Tshirts
2326,Apparel,Topwear,Tshirts
2327,Apparel,Topwear,Tshirts
2328,Apparel,Topwear,Tshirts
2329,Apparel,Topwear,Tshirts
2330,Apparel,Topwear,Tshirts
2331,Apparel,Topwear,Tshirts
2332,Apparel,Topwear,Tshirts
2333,Apparel,Topwear,Tshirts
2334,Apparel,Topwear,Tshirts
2335,Apparel,Topwear,Tshirts
2336,Apparel,Topwear,Tshirts
2337,Apparel,Topwear,Tshirts
2338,Apparel,Topwear,Tshirts
2339,Apparel,Topwear,Tshirts
2340,Apparel,Topwear,Tshirts
2341,Apparel,Topwear,Tshirts
2342,Apparel,Topwear,Tshirts
2343,Apparel,Topwear,Tshirts
2344,Apparel,Topwear,Tshirts
2345,Apparel,Topwear,Tshirts
2346,Apparel,Topwear,Tshirts
2347,Apparel,Topwear,Tshirts
2348,Apparel,Topwear,Tshirts
2349,Apparel,Topwear,Tshirts
2350,Apparel,Topwear,Tshirts
2351,Footwear,Shoes,Sports Shoes
2353,Footwear,Shoes,Sports Shoes
2358,Accessories,Headwear,Caps
2359,Accessories,Headwear,Caps
2360,Accessories,Headwear,Caps
2361,Accessories,Headwear,Caps
2362,Accessories,Headwear,Caps
2363,Accessories,Bags,Backpacks
2364,Accessories,Headwear,Caps
2365,Accessories,Bags,Handbags
2366,Accessories,Bags,Backpacks
2367,Footwear,Shoes,Formal Shoes
2368,Footwear,Shoes,Casual Shoes
2369,Footwear,Shoes,Casual Shoes
2370,Footwear,Shoes,Formal Shoes
2371,Footwear,Shoes,Casual Shoes
2372,Footwear,Shoes,Formal Shoes
2373,Footwear,Shoes,Formal Shoes
2374,Footwear,Shoes,Casual Shoes
2375,Footwear,Shoes,Formal Shoes
2376,Footwear,Shoes,Casual Shoes
2377,Footwear,Shoes,Formal Shoes
2378,Footwear,Shoes,Formal Shoes
2379,Footwear,Shoes,Formal Shoes
2380,Footwear,Shoes,Casual Shoes
2381,Footwear,Shoes,Formal Shoes
2382,Footwear,Shoes,Formal Shoes
2383,Footwear,Shoes,Casual Shoes
2384,Footwear,Shoes,Formal Shoes
2385,Footwear,Shoes,Casual Shoes
2387,Footwear,Shoes,Casual Shoes
2388,Footwear,Shoes,Casual Shoes
2389,Footwear,Shoes,Casual Shoes
2390,Footwear,Shoes,Casual Shoes
2391,Footwear,Shoes,Formal Shoes
2393,Footwear,Shoes,Casual Shoes
2394,Footwear,Shoes,Casual Shoes
2396,Footwear,Shoes,Casual Shoes
2397,Footwear,Shoes,Casual Shoes
2398,Footwear,Shoes,Casual Shoes
2399,Footwear,Shoes,Casual Shoes
2400,Apparel,Topwear,Tshirts
2401,Apparel,Topwear,Tshirts
2402,Apparel,Topwear,Tshirts
2403,Apparel,Topwear,Tshirts
2467,Accessories,Headwear,Caps
2474,Footwear,Shoes,Sports Shoes
2477,Footwear,Shoes,Sports Shoes
2478,Apparel,Topwear,Tshirts
2479,Apparel,Topwear,Tshirts
2480,Apparel,Topwear,Tshirts
2481,Apparel,Topwear,Tshirts
2482,Apparel,Topwear,Tops
2483,Apparel,Topwear,Tops
2484,Apparel,Topwear,Tshirts
2485,Apparel,Topwear,Tshirts
2486,Apparel,Topwear,Tops
2487,Footwear,Sandal,Sandals
2489,Footwear,Shoes,Sports Shoes
2490,Footwear,Shoes,Casual Shoes
2491,Apparel,Topwear,Tshirts
2492,Apparel,Topwear,Tshirts
2493,Apparel,Topwear,Tshirts
2494,Footwear,Flip Flops,Flip Flops1
2495,Footwear,Shoes,Casual Shoes
2496,Footwear,Shoes,Casual Shoes
2497,Footwear,Shoes,Casual Shoes
2498,Footwear,Shoes,Casual Shoes
2499,Footwear,Shoes,Casual Shoes
2500,Footwear,Shoes,Casual Shoes
2501,Footwear,Shoes,Casual Shoes
2502,Footwear,Shoes,Casual Shoes
2503,Footwear,Shoes,Casual Shoes
2504,Footwear,Shoes,Casual Shoes
2505,Footwear,Shoes,Casual Shoes
2506,Footwear,Shoes,Casual Shoes
2507,Footwear,Shoes,Casual Shoes
2508,Footwear,Shoes,Casual Shoes
2509,Footwear,Shoes,Casual Shoes
2510,Footwear,Shoes,Casual Shoes
2511,Footwear,Shoes,Casual Shoes
2540,Footwear,Shoes,Casual Shoes
2541,Footwear,Shoes,Casual Shoes
2542,Footwear,Flip Flops,Flip Flops1
2543,Footwear,Flip Flops,Flip Flops1
2544,Footwear,Flip Flops,Flip Flops1
2545,Footwear,Flip Flops,Flip Flops1
2546,Footwear,Flip Flops,Flip Flops1
2547,Footwear,Flip Flops,Flip Flops1
2548,Footwear,Flip Flops,Flip Flops1
2549,Footwear,Flip Flops,Flip Flops1
2550,Footwear,Flip Flops,Flip Flops1
2551,Footwear,Flip Flops,Flip Flops1
2552,Footwear,Flip Flops,Flip Flops1
2553,Footwear,Flip Flops,Flip Flops1
2554,Apparel,Topwear,Tshirts
2555,Apparel,Topwear,Tops
2556,Apparel,Topwear,Tshirts
2557,Apparel,Topwear,Tshirts
2558,Apparel,Bottomwear,Track Pants
2559,Apparel,Topwear,Tshirts
2564,Apparel,Topwear,Tops
2572,Apparel,Bottomwear,Track Pants
2574,Apparel,Bottomwear,Shorts
2576,Apparel,Topwear,Tops
2577,Apparel,Topwear,Tops
2578,Apparel,Bottomwear,Capris
2579,Apparel,Bottomwear,Shorts
2580,Apparel,Bottomwear,Capris
2582,Accessories,Headwear,Caps
2584,Apparel,Bottomwear,Track Pants
2585,Accessories,Headwear,Caps
2586,Apparel,Topwear,Tshirts
2587,Apparel,Topwear,Tshirts
2588,Apparel,Topwear,Tshirts
2589,Accessories,Headwear,Caps
2590,Apparel,Bottomwear,Capris
2591,Apparel,Topwear,Tops
2601,Apparel,Topwear,Tshirts
2602,Apparel,Topwear,Tshirts
2603,Apparel,Topwear,Tshirts
2604,Apparel,Topwear,Tshirts
2605,Apparel,Topwear,Tshirts
2606,Apparel,Topwear,Tshirts
2607,Apparel,Topwear,Tshirts
2608,Footwear,Shoes,Heels
2609,Footwear,Shoes,Flats
2610,Footwear,Shoes,Heels
2611,Footwear,Shoes,Heels
2612,Footwear,Shoes,Flats
2613,Footwear,Shoes,Flats
2614,Footwear,Shoes,Flats
2615,Apparel,Topwear,Tshirts
2616,Footwear,Shoes,Flats
2617,Apparel,Topwear,Tshirts
2618,Footwear,Shoes,Flats
2619,Apparel,Topwear,Tshirts
2620,Apparel,Topwear,Tshirts
2621,Apparel,Topwear,Tshirts
2622,Apparel,Topwear,Tshirts
2623,Footwear,Shoes,Flats
